ID,SCHOOL NAME,SCHOOL PID,ADDRESS STREET,ADDRESS CITY,ADDRESS STATE,ADDRESS ZIP,DISTRICT PID,STATUS
a01j0000003FWpoAAG,Douglas Elementary School,IL00288513,905 E Main St,Clinton,IL,61727,a00j0000005DmupAAC,Item Created
a01j0000003FWppAAG,Lincoln Elementary School,IL00288549,407 S Jackson St,Clinton,IL,61727,a00j0000005DmupAAC,Item Created
a01j0000003FWpqAAG,Clinton Elementary School,IL00288537,411 N Mulberry St,Clinton,IL,61727,a00j0000005DmupAAC,Item Created
a01j0000003FWprAAG,Clinton Junior High School,IL00288501,701 Illini Dr,Clinton,IL,61727,a00j0000005DmupAAC,Item Created
a01j0000003FWpsAAG,Clinton High School,IL00288496,1200 State Route 54 W,Clinton,IL,61727,a00j0000005DmupAAC,Item Created
